"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2","CONTROL-FLOW---METTA-LANGUAGE16.06","","Thu Nov 21 06:17:25 GMT 2024","passed","Thu Nov 21 06:17:25 GMT 2024","","METTA-LANG","METTA-LANG",""
"","32","BC-COMP.03","","Thu Nov 21 05:57:36 GMT 2024","failed","Thu Nov 21 05:57:36 GMT 2024","","ANTI-REGRESSION","ANTI-REGRESSION",""
"","2","D4-TYPE-PROP.11","","Thu Nov 21 06:44:32 GMT 2024","passed","Thu Nov 21 06:44:32 GMT 2024","","QUICK","QUICK",""
"","1","C1-GROUNDED-BASIC.11","","Thu Nov 21 06:02:32 GMT 2024","passed","Thu Nov 21 06:02:32 GMT 2024","","HYPERON-EXPERIMENTAL-SCRIPTS","HYPERON-EXPERIMENTAL-SCRIPTS",""
"","2","WORKING-WITH-SPACES---METTA-LANGUAGE3.05","","Thu Nov 21 06:17:25 GMT 2024","passed","Thu Nov 21 06:17:25 GMT 2024","","METTA-LANG","METTA-LANG",""
"","2","00-LANG-CASE.16","","Thu Nov 21 06:06:14 GMT 2024","passed","Thu Nov 21 06:06:14 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","3","A1-SYMBOLS.01","","Thu Nov 21 06:02:32 GMT 2024","passed","Thu Nov 21 06:02:32 GMT 2024","","HYPERON-EXPERIMENTAL-SCRIPTS","HYPERON-EXPERIMENTAL-SCRIPTS",""
"","2","WHAT-EVALS-OR-NOT.03","","Thu Nov 21 06:06:14 GMT 2024","passed","Thu Nov 21 06:06:14 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","4","FUNCTIONS-AND-UNIFICATION---METTA-LANGUAGE2.01","","Thu Nov 21 06:17:25 GMT 2024","passed","Thu Nov 21 06:17:25 GMT 2024","","METTA-LANG","METTA-LANG",""
"","4","MULTIFUNCTION.01","","Thu Nov 21 06:40:10 GMT 2024","passed","Thu Nov 21 06:40:10 GMT 2024","","METTA-MORPH-TESTS","METTA-MORPH-TESTS",""
